plate,mjd,fiber
607,52368,510
607,52368,560
608,52081,85
608,52081,87
608,52081,100
608,52081,294
608,52081,362
608,52081,414
608,52081,534
608,52081,552
608,52081,595
609,52339,150
609,52339,239
609,52339,426
609,52339,456
609,52339,569
610,52056,35
610,52056,180
610,52056,394
610,52056,433
610,52056,518
610,52056,528
611,52055,71
611,52055,160
611,52055,166
611,52055,243
611,52055,452
611,52055,538
611,52055,544
612,52079,39
612,52079,79
612,52079,203
612,52079,218
612,52079,250
612,52079,292
612,52079,362
612,52079,463
612,52079,534
613,52345,66
613,52345,204
613,52345,323
613,52345,344
613,52345,409
613,52345,510
613,52345,541
613,52345,542
613,52345,608
614,53437,79
614,53437,151
614,53437,247
614,53437,251
614,53437,347
615,52345,28
615,52345,368
615,52347,97
615,52347,214
615,52347,384
615,52347,484
615,52347,598
615,52347,620
616,52442,489
616,52442,569
617,52072,169
617,52072,406
617,52072,522
617,52072,530
617,52072,551
617,52072,563
618,52049,27
618,52049,96
618,52049,115
618,52049,137
618,52049,360
619,52056,70
619,52056,149
619,52056,164
619,52056,442
619,52056,498
619,52056,598
620,52081,49
620,52375,8
620,52375,62
620,52375,80
620,52375,455
620,52375,520
621,52055,253
621,52055,510
622,52054,80
622,52054,111
622,52054,263
622,52054,330
622,52054,464
622,52054,525
623,52051,113
624,52377,128
624,52377,332
624,52377,387
624,52377,505
624,52377,634
625,52145,271
625,52145,299
625,52145,415
625,52145,489
625,52145,578
626,52057,512
627,52144,1
627,52144,80
627,52144,305
627,52144,398
627,52144,479
627,52144,632
628,52083,70
628,52083,137
628,52083,215
628,52083,254
628,52083,305
628,52083,405
628,52083,506
628,52083,541
629,52051,191
629,52051,305
629,52051,419
629,52051,566
630,52050,30
630,52050,48
630,52050,157
630,52050,276
630,52050,410
631,52079,92
631,52079,389
632,52071,115
632,52071,151
632,52071,304
633,52079,323
633,52079,574
634,52149,350
634,52164,294
634,52164,393
634,52164,399
634,52164,421
634,52164,465
634,52164,517
634,52164,576
635,52145,127
635,52145,201
635,52145,227
635,52145,228
635,52145,231
635,52145,387
635,52145,442
635,52145,446
635,52145,620
636,52176,26
636,52176,110
636,52176,112
636,52176,113
636,52176,131
636,52176,162
636,52176,267
636,52176,279
636,52176,331
636,52176,356
636,52176,444
636,52176,533
636,52176,592
636,52176,599
636,52176,617
637,52174,123
637,52174,432
637,52174,530
637,52174,547
637,52174,550
637,52174,571
638,52081,150
638,52081,214
638,52081,231
638,52081,419
638,52081,481
638,52081,489
638,52081,499
638,52081,533
638,52081,558
638,52081,624
639,52146,319
639,52146,442
640,52178,330
640,52178,576
640,52178,619
640,52200,306
640,52200,613
641,52176,502
641,52199,112
641,52199,295
641,52199,506
641,52199,637
644,52173,218
644,52173,350
644,52173,500
644,52173,633
645,52203,98
645,52203,239
645,52203,345
645,52203,358
645,52203,374
645,52203,376
645,52203,422
645,52203,460
645,52203,596
645,52203,622
646,52523,201
646,52523,305
646,52523,383
646,52523,388
646,52523,538
646,52523,587
646,52523,606
646,52523,626
647,52553,63
647,52553,81
647,52553,120
647,52553,126
647,52553,371
648,52559,142
648,52559,353
648,52559,555
648,52559,589
649,52201,41
649,52201,631
650,52143,130
650,52143,165
650,52143,217
650,52143,497
650,52143,534
650,52143,550
651,52141,23
651,52141,161
651,52141,319
651,52141,389
651,52141,623
652,52138,129
652,52138,519
652,52138,545
653,52145,86
653,52145,115
653,52145,141
653,52145,146
653,52145,156
653,52145,269
653,52145,504
654,52146,109
654,52146,251
654,52146,428
655,52162,91
655,52162,105
655,52162,145
655,52162,295
655,52162,298
655,52162,300
655,52162,418
655,52162,586
656,52148,275
656,52148,575
656,52148,596
657,52177,105
657,52177,358
657,52177,361
657,52177,434
657,52177,511
657,52177,569
658,52146,342
658,52146,571
658,52146,610
658,52146,633
659,52199,101
659,52199,107
659,52199,239
659,52199,318
659,52199,367
659,52199,381
659,52199,524
660,52177,277
660,52177,388
660,52177,458
660,52177,493
660,52177,612
661,52163,30
661,52163,86
661,52163,393
661,52163,406
661,52163,421
661,52163,442
662,52147,552
662,52178,240
662,52178,541
663,52145,310
663,52145,341
664,52174,372
664,52174,402
664,52174,577
665,52168,45
665,52168,131
666,52149,35
666,52149,141
666,52149,243
666,52149,322
666,52149,430
666,52149,464
666,52149,633
667,52163,131
667,52163,136
667,52163,140
668,52162,74
668,52162,210
668,52162,300
668,52162,330
668,52162,352
668,52162,354
668,52162,362
668,52162,489
668,52162,515
671,52206,566
673,52162,107
673,52162,365
673,52162,434
673,52162,528
673,52162,564
673,52162,565
673,52162,584
674,52201,1
674,52201,56
674,52201,57
674,52201,133
674,52201,164
674,52201,193
674,52201,295
674,52201,427
674,52201,432
674,52201,479
674,52201,524
674,52201,531
674,52201,585
674,52201,606
675,52590,60
675,52590,84
675,52590,142
675,52590,311
675,52590,402
675,52590,404
675,52590,491
675,52590,515
675,52590,575
676,52178,82
676,52178,95
676,52178,138
676,52178,139
676,52178,173
676,52178,307
676,52178,321
676,52178,480
676,52178,495
676,52178,614
676,52178,634
677,52606,97
677,52606,119
677,52606,126
677,52606,135
677,52606,136
677,52606,137
677,52606,157
677,52606,507
677,52606,526
677,52606,542
678,52884,335
678,52884,385
678,52884,464
678,52884,501
678,52884,512
678,52884,547
678,52884,600
679,52177,87
679,52177,217
679,52177,410
679,52177,629
680,52200,64
680,52200,97
680,52200,137
680,52200,141
680,52200,300
680,52200,340
680,52200,542
681,52199,85
681,52199,128
681,52199,186
681,52199,189
681,52199,196
681,52199,413
681,52199,438
682,52525,117
682,52525,248
682,52525,278
682,52525,322
682,52525,522
683,52524,119
683,52524,135
683,52524,520
683,52524,550
684,52523,128
684,52523,181
684,52523,253
684,52523,298
684,52523,304
684,52523,499
684,52523,513
684,52523,596
685,52203,251
685,52203,274
685,52203,464
685,52203,525
686,52519,123
686,52519,408
686,52519,572
686,52519,573
687,52518,20
687,52518,127
687,52518,131
687,52518,251
687,52518,309
687,52518,377
687,52518,423
687,52518,468
687,52518,525
687,52518,562
688,52203,1
688,52203,84
688,52203,115
688,52203,222
688,52203,263
688,52203,272
688,52203,340
688,52203,342
688,52203,348
688,52203,404
688,52203,466
688,52203,553
689,52262,264
689,52262,280
689,52262,471
689,52262,481
689,52262,555
690,52261,143
690,52261,211
690,52261,331
690,52261,369
690,52261,373
690,52261,395
690,52261,568
691,52199,74
691,52199,189
691,52199,351
691,52199,468
691,52199,582
692,52201,219
692,52201,397
692,52201,617
693,52254,286
693,52254,500
693,52254,630
694,52209,103
694,52209,143
694,52209,438
694,52209,510
694,52209,634
695,52202,112
695,52202,219
695,52202,243
695,52202,493
695,52202,587
696,52209,137
696,52209,195
696,52209,208
696,52209,219
696,52209,259
696,52209,321
696,52209,401
696,52209,408
696,52209,432
696,52209,447
696,52209,465
696,52209,476
696,52209,491
696,52209,495
696,52209,544
697,52226,178
697,52226,280
697,52226,298
697,52226,450
697,52226,487
697,52226,501
697,52226,528
697,52226,532
697,52226,561
697,52226,597
698,52203,2
698,52203,186
698,52203,190
698,52203,261
698,52203,471
698,52203,500
698,52203,558
698,52203,585
698,52203,591
699,52202,12
699,52202,124
699,52202,322
699,52202,409
699,52202,419
699,52202,470
700,52199,26
700,52199,94
700,52199,199
700,52199,414
700,52199,627
701,52179,291
702,52178,143
702,52178,160
702,52178,247
702,52178,254
702,52178,412
702,52178,448
702,52178,526
702,52178,553
702,52178,556
702,52178,595
702,52178,623
703,52209,86
703,52209,294
703,52209,455
703,52209,605
703,52209,608
704,52205,95
704,52205,113
704,52205,604
706,52199,338
706,52199,585
707,52177,47
707,52177,533
708,52175,82
708,52175,349
708,52175,385
708,52175,411
708,52175,553
709,52205,118
709,52205,120
709,52205,122
709,52205,162
709,52205,186
709,52205,287
709,52205,559
709,52205,598
710,52203,134
710,52203,248
710,52203,409
710,52203,465
710,52203,468
711,52202,6
711,52202,19
711,52202,41
711,52202,63
711,52202,131
711,52202,327
711,52202,399
711,52202,404
711,52202,421
712,52179,238
712,52179,640
712,52199,176
712,52199,522
712,52199,551
712,52199,556
713,52178,308
714,52201,1
714,52201,138
714,52201,166
714,52201,214
714,52201,388
714,52201,431
714,52201,551
716,52203,83
716,52203,299
716,52203,344
716,52203,618
717,52468,209
717,52468,314
717,52468,320
717,52468,367
717,52468,462
717,52468,469
717,52468,563
718,52206,88
718,52206,196
718,52206,235
718,52206,298
718,52206,510
718,52206,611
719,52203,202
719,52203,204
719,52203,242
719,52203,331
720,52206,412
720,52206,413
720,52206,437
721,52228,79
721,52228,96
721,52228,135
721,52228,533
721,52228,575
721,52228,595
722,52224,40
722,52224,84
722,52224,144
722,52224,222
722,52224,275
722,52224,344
722,52224,432
722,52224,596
723,52201,41
723,52201,162
723,52201,215
723,52201,407
723,52201,414
723,52201,417
723,52201,522
724,52238,341
724,52238,348
724,52254,1
724,52254,16
724,52254,227
724,52254,348
724,52254,545
725,52258,83
725,52258,219
725,52258,279
725,52258,306
725,52258,399
725,52258,459
725,52258,485
725,52258,495
725,52258,572
725,52258,586
725,52258,617
726,52226,21
726,52226,335
726,52226,434
726,52226,509
726,52226,515
726,52226,608
726,52226,614
727,52207,168
727,52207,324
727,52207,473
727,52207,474
727,52207,571
727,52207,572
727,52207,576
728,52520,192
728,52520,397
728,52520,622
729,52468,218
729,52468,288
729,52468,299
729,52468,457
730,52466,185
730,52466,300
730,52466,380
730,52466,392
730,52466,619
731,52460,48
731,52460,427
731,52460,626
731,52460,632
732,52221,122
732,52221,371
732,52221,453
732,52221,497
732,52221,523
732,52221,622
733,52207,37
733,52207,41
733,52207,162
733,52207,199
733,52207,207
733,52207,267
733,52207,286
733,52207,289
733,52207,310
733,52207,312
733,52207,459
733,52207,522
733,52207,594
734,52224,30
734,52224,40
734,52224,198
734,52224,202
734,52224,304
734,52224,321
734,52224,348
734,52224,385
734,52224,419
734,52224,503
734,52224,586
734,52224,598
735,52519,56
735,52519,297
736,52210,17
736,52210,618
736,52221,548
736,52221,614
737,52518,9
737,52518,226
737,52518,462
738,52521,278
738,52521,462
738,52521,470
738,52521,506
739,52264,30
739,52520,164
739,52520,185
739,52520,499
739,52520,558
740,52263,50
740,52263,192
740,52263,346
740,52263,431
741,52261,182
741,52261,234
741,52261,450
742,52263,35
742,52263,67
742,52263,100
742,52263,419
743,52262,113
744,52251,273
744,52251,296
744,52251,334
745,52258,452
745,52258,571
746,52238,378
746,52238,438
746,52238,614
746,52238,616
747,52234,40
747,52234,337
747,52234,377
747,52234,393
747,52234,491
747,52234,556
748,52233,562
749,52226,36
749,52226,220
749,52226,423
749,52226,492
750,52235,323
750,52235,471
751,52251,326
751,52251,369
751,52251,390
751,52251,393
751,52251,527
751,52251,528
752,52251,29
752,52251,70
752,52251,77
752,52251,99
752,52251,135
752,52251,221
752,52251,411
752,52251,584
752,52251,590
752,52251,606
752,52251,628
753,52233,13
753,52233,282
753,52233,284
753,52233,319
753,52233,577
754,52232,34
754,52232,135
754,52232,213
754,52232,226
754,52232,350
754,52232,449
754,52232,482
754,52232,544
754,52232,616
755,52235,32
755,52235,51
755,52235,113
755,52235,558
756,52237,516
756,52237,593
756,52577,45
756,52577,71
756,52577,399
757,52238,10
757,52238,13
757,52238,36
757,52238,144
757,52238,163
757,52238,284
757,52238,321
757,52238,384
757,52238,483
757,52238,557
758,52253,92
758,52253,293
758,52253,486
758,52253,488
758,52253,570
759,52254,193
759,52254,260
759,52254,356
759,52254,459
759,52254,498
760,52264,189
760,52264,409
761,52266,476
762,52232,630
763,52235,146
763,52235,168
763,52235,595
764,52238,589
766,52247,284
766,52247,380
766,52247,402
766,52247,517
767,52252,59
767,52252,325
767,52252,353
767,52252,359
767,52252,412
767,52252,627
768,52281,13
768,52281,143
768,52281,318
768,52281,365
768,52281,443
769,52282,135
769,54530,32
769,54530,78
769,54530,88
769,54530,279
769,54530,345
769,54530,392
769,54530,527
769,54530,542
770,52282,188
770,52282,269
770,52282,358
770,52282,513
770,52282,543
770,52282,568
771,52370,51
771,52370,142
771,52370,181
771,52370,225
771,52370,304
771,52370,322
771,52370,355
771,52370,412
771,52370,428
771,52370,580
772,52375,12
772,52375,90
772,52375,167
772,52375,229
772,52375,449
772,52375,526
772,52375,542
773,52376,4
773,52376,100
773,52376,182
773,52376,417
773,52376,463
773,52376,482
774,52286,94
774,52286,152
774,52286,290
774,52286,292
774,52286,350
774,52286,373
774,52286,460
774,52286,504
774,52286,558
774,52286,568
774,52286,572
774,52286,603
774,52286,616
775,52295,9
775,52295,204
775,52295,250
775,52295,323
775,52295,505
776,52319,7
776,52319,42
776,52319,63
776,52319,98
776,52319,134
776,52319,335
776,52319,351
776,52319,381
776,52319,595
776,52319,615
777,52320,119
777,52320,140
777,52320,233
777,52320,328
777,52320,444
777,52320,574
778,52337,345
778,52337,544
778,54525,4
778,54525,30
778,54525,259
778,54525,410
778,54525,471
778,54525,489
779,52342,53
779,52342,169
779,52342,201
779,52342,263
780,52370,62
780,52370,279
780,52370,364
780,52370,387
780,52370,443
780,52370,598
780,52370,616
781,52373,93
781,52373,97
781,52373,130
781,52373,185
781,52373,212
781,52373,470
781,52373,476
781,52373,500
781,52373,611
782,52320,44
782,52320,69
782,52320,70
782,52320,159
782,52320,202
782,52320,360
782,52320,414
782,52320,426
782,52320,516
782,52320,525
782,52320,538
783,52325,209
783,52325,268
783,52325,423
783,52325,610
784,52327,8
784,52327,9
784,52327,193
784,52327,259
784,52327,352
784,52327,513
784,52327,524
784,52327,547
784,52327,549
784,52327,561
784,52327,570
784,52327,625
785,52339,412
785,52339,630
786,52319,6
786,52319,58
786,52319,101
786,52319,117
786,52319,131
786,52319,291
786,52319,346
786,52319,391
786,52319,392
786,52319,564
786,52319,571
787,52320,67
787,52320,192
787,52320,461
787,52320,482
787,52320,519
787,52320,527
787,52320,531
787,52320,558
787,52320,594
787,52320,622
788,52338,104
788,52338,452
788,52338,506
788,52338,541
788,52338,574
788,52338,628
789,52342,22
789,52342,69
789,52342,93
789,52342,193
789,52342,454
789,52342,469
789,52342,492
789,52342,538
789,52342,544
790,52346,282
790,52346,383
790,52346,612
790,52441,34
790,52441,535
791,52347,125
791,52347,223
791,52347,307
791,52347,368
791,52347,389
791,52347,391
791,52435,76
791,52435,151
791,52435,349
791,52435,475
791,52435,508
791,52435,566
791,52435,587
792,52353,44
792,52353,124
792,52353,285
792,52353,311
792,52353,375
792,52353,593
792,52353,601
793,52370,46
793,52370,120
793,52370,250
793,52370,446
793,52370,489
793,52370,501
793,52370,623
794,52376,124
794,52376,447
794,52376,563
795,52378,111
795,52378,155
795,52378,171
795,52378,191
795,52378,234
795,52378,448
795,52378,462
795,52378,466
795,52378,497
795,52378,569
795,52378,591
795,52378,637
796,52401,80
796,52401,180
796,52401,181
796,52401,211
796,52401,235
796,52401,282
796,52401,386
796,52401,388
796,52401,413
796,52401,423
797,52263,16
797,52263,19
797,52263,29
797,52263,44
797,52263,48
797,52263,63
797,52263,134
797,52263,135
797,52263,147
797,52263,151
797,52263,198
797,52263,200
797,52263,213
797,52263,300
797,52263,305
797,52263,312
797,52263,322
797,52263,329
797,52263,333
797,52263,351
797,52263,367
797,52263,378
797,52263,382
797,52263,419
797,52263,423
797,52263,477
797,52263,521
797,52263,532
797,52263,546
797,52263,629
797,52263,632
803,52318,37
803,52318,65
804,52286,411
806,52592,628
810,52672,389
810,52672,391
810,52672,433
811,52669,33
811,52669,107
812,52352,15
812,52352,18
812,52352,46
812,52352,317
812,52352,361
812,52352,373
813,52354,19
813,52354,30
813,52354,103
813,52354,140
813,52354,167
813,52354,224
813,52354,328
813,52354,592
813,52354,601
814,52370,274
814,52443,142
814,52443,152
814,52443,189
814,52443,206
814,52443,280
814,52443,466
814,52443,615
815,52374,390
815,52374,467
815,52374,474
815,52374,629
817,52381,125
817,52381,152
817,52381,568
817,52381,569
817,52381,617
818,52395,195
818,52395,274
818,52395,415
818,52395,489
818,52395,568
818,52395,616
819,52409,218
819,52409,437
819,52409,477
819,52409,495
819,52409,514
819,52409,552
820,52405,83
820,52405,352
820,52405,418
820,52405,423
820,52405,428
820,52405,430
820,52405,457
820,52405,547
820,52438,181
820,52438,203
820,52438,285
820,52438,362
820,52438,407
820,52438,416
820,52438,431
820,52438,448
820,52438,459
820,52438,516
820,52438,630
825,52289,42
825,52289,53
825,52289,439
825,52289,477
825,52289,491
825,52289,572
825,52289,580
826,52295,59
826,52295,119
826,52295,133
826,52295,422
826,52295,465
826,52295,472
827,52312,19
827,52312,76
827,52312,529
827,52312,564
828,52317,282
828,52317,514
828,52317,547
829,52296,356
830,52293,320
830,52293,459
830,52293,560
830,52293,562
830,52293,610
831,52294,111
831,52294,274
831,52294,410
831,52294,435
831,52294,578
832,52312,144
832,52312,343
833,52314,28
833,52314,71
833,52314,269
833,52314,345
833,52314,409
833,52314,553
834,52316,115
834,52316,117
834,52316,249
834,52316,389
834,52316,431
834,52316,505
835,52326,59
835,52326,525
835,52326,530
835,52326,564
835,52326,569
836,52376,29
836,52376,50
836,52376,54
836,52376,214
836,52376,317
836,52376,320
836,52376,393
836,52376,565
837,52642,12
837,52642,382
837,52642,451
837,52642,501
838,52378,33
838,52378,129
838,52378,144
839,52373,360
839,52373,368
840,52374,157
840,52374,177
840,52374,468
840,52374,556
841,52375,142
841,52375,377
841,52375,585
842,52376,44
842,52376,95
842,52376,112
842,52376,315
842,52376,424
842,52376,438
842,52376,608
843,52378,259
843,52378,507
